startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
Leap Finance,IT & Technology,Scaling,17000000.0,Leap Finance is a fintech startup for Indian students pursuing international higher education,2019.0,Vaibhav Singh,Jungle Ventures,2021,Bengaluru,Karnataka,India
BlackSoil NBFC,IT & Technology,Not classified,3000000.0,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2010.0,Mohinder Pal Bansal,Not recorded,2021,Mumbai,Maharashtra,India
OYO,Healthcare & Life Sciences,Not classified,200000000.0,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2012.0,Ritesh Agarwal,Hindustan Media Venture,2021,Gurugram,Haryana,India
Max Healthcare,Healthcare & Life Sciences,Not classified,140000000.0,Max Healthcare is one of the leading chain of hospitals in India.,2000.0,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",2021,NCT Delhi,National Capital Territory,India
4baseCare,IT & Technology,Scaling,2000000.0,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2018.0,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",2021,Bengaluru,Karnataka,India
Ezstays,IT & Technology,Early Traction,400000.0,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,2021,NCT Delhi,National Capital Territory,India
Stylework,Online Retail,Scaling,500000.0,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2017.0,Sparsh Khandelwal,Inflection Point Ventures,2021,Gurugram,Haryana,India
Kinara Capital,IT & Technology,Not classified,6000000.0,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2011.0,Hardika Shah,"GAWA Capital, Gaja Capital",2021,Bengaluru,Karnataka,India
Riskcovry,IT & Technology,Scaling,5000000.0,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",2021,Bengaluru,Karnataka,India
NODWIN,Media & Entertainment,Not classified,20000000.0,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2012.0,Gautam Virk,Krafton,2021,Gurugram,Haryana,India
Quizizz,IT & Technology,Scaling,12500000.0,Quizizz is a Education based startup,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",2021,Bengaluru,Karnataka,India
Ecom Express,Online Retail,Not classified,20000000.0,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2012.0,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group",2021,NCT Delhi,National Capital Territory,India
Turtlemint,IT & Technology,Scaling,45000000.0,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,2021,Mumbai,Maharashtra,India
Captain Fresh,Online Retail,Early Traction,3000000.0,Captain Fresh is a freshwater fish and seafood supply chain platform.,2019.0,Utham Gowda,"Matrix Partners India, Ankur Capital",2021,Bengaluru,Karnataka,India
Northern Arc,IT & Technology,Exit Options,10000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",2021,Chennai,Tamil Nadu,India
Qoohoo,Online Retail,Early Traction,800000.0,A platform for creators to build immersive connections with their fans and followers and monetize them.,2020.0,"Vimal Singh Rathore, Aseem Gupta",Angel investors,2021,Bengaluru,Karnataka,India
IGL,Media & Entertainment,Not classified,500000.0,Indian Gaming League is the premier eSports platform in India.,2016.0,Yash Pariani,"Hungama, Hindustan Talkies",2021,Mumbai,Maharashtra,India
AMPM,Online Retail,Not classified,200000.0,24*7 convenience store,2018.0,Shubham Gupta,Agility Venture Partners,2021,Gurugram,Haryana,India
The ePlane,Online Retail,Early Traction,1000000.0,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2016.0,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",2021,Chennai,Tamil Nadu,India
Cashify,Online Retail,Not classified,15000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2009.0,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",2021,Gurugram,Haryana,India
Bijnis,Business Services,Not classified,3000000.0,Digitizing the Factories of the Unorganised Industries.,2014.0,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India",2021,NCT Delhi,National Capital Territory,India
Questt,IT & Technology,Early Traction,1000000.0,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2020.0,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",2021,Gurugram,Haryana,India
DealShare,Online Retail,Exit Options,3000000.0,DealShare is a Social Commerce Startup,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",2021,Jaipur,Rajasthan,India
Euler Motors,Manufacturing,Scaling,4000000.0,Electric Light Commercial Vehicle,2018.0,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",2021,NCT Delhi,National Capital Territory,India
Blume Ventures,IT & Technology,Not classified,40000000.0,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2011.0,"Karthik Reddy, Sanjay Nath",Avendus,2021,Mumbai,Maharashtra,India
KoineArth,IT & Technology,Scaling,1800000.0,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2018.0,Praphul Chandra,YourNest,2021,Bengaluru,Karnataka,India
ImaginXP,IT & Technology,Not classified,1500000.0,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2013.0,Vidhika Rohatgi,Venture Catalysts,2021,Pune,Maharashtra,India
Virohan,IT & Technology,Not classified,3000000.0,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",2021,Gurugram,Haryana,India
Apna.co,Online Retail,Not classified,12500000.0,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2019.0,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",2021,Bengaluru,Karnataka,India
ideaForge,Online Retail,Not classified,2000000.0,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2007.0,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures",2021,Mumbai,Maharashtra,India
Clairco,IT & Technology,Not classified,500000.0,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2018.0,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",2021,Bengaluru,Karnataka,India
Northern Arc,IT & Technology,Exit Options,50000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",2021,Chennai,Tamil Nadu,India
Lenskart,Consumer Goods,Not classified,95000000.0,Lenskart is an India-based online shopping portal for eyewear.,2010.0,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings",2021,Faridabad,Haryana,India
ParkSmart,Manufacturing,Early Traction,3000000.0,ParkSmart is a parking management application.,2018.0,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",2021,NCT Delhi,National Capital Territory,India
Virohan,IT & Technology,Scaling,3000000.0,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",2021,Gurugram,Haryana,India
BankSathi,IT & Technology,Early Traction,200000.0,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2019.0,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",2021,NCT Delhi,National Capital Territory,India
Spark Studio,IT & Technology,Early Traction,3000000.0,Online courses to build creativity and confidence in children through extra-curricular learning,2020.0,Anushree Goenka,Better Capital,2021,Bengaluru,Karnataka,India
BlissClub,Consumer Goods,Early Traction,2000000.0,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2020.0,Minu Margeret,Elevation Capital,2021,Bengaluru,Karnataka,India
BricSpaces,Online Retail,Validation,350000.0,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2018.0,Madhusudhan,Angel investors,2021,Bengaluru,Karnataka,India
ANSR,Business Services,Scaling,15000000.0,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2008.0,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",2021,Bengaluru,Karnataka,India
Keito,Online Retail,Early Traction,3000000.0,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2016.0,Amal P S,"Rajesh Agarwal, Nandkishore Mundada",2021,Pune,Maharashtra,India
Reccy Adventures,Sports,Early Traction,400000.0,Reccy Adventures is an adventure sports startup.,2019.0,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",2021,Gurugram,Haryana,India
Magenta EV,IT & Technology,Scaling,15000000.0,Magenta is in the business of Enabling electric mobility & Making electricity clean,2017.0,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture",2021,Mumbai,Maharashtra,India
Karbon Card,IT & Technology,Scaling,1000000.0,Karbon Card is a financial platform for Indian entrepreneurs.,2019.0,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",2021,Bengaluru,Karnataka,India
Wysa,Online Retail,Scaling,5000000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,2015.0,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",2021,Bengaluru,Karnataka,India
Agnikul,IT & Technology,Scaling,11000000.0,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2017.0,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",2021,Chennai,Tamil Nadu,India
LegalPay,IT & Technology,Early Traction,3000000.0,A trusted financial partner for advocates and corporate.,2019.0,Kundan Shahi,9Unicorns,2021,NCT Delhi,National Capital Territory,India
Glamplus,Online Retail,Scaling,200000.0,India's #1 SaaS based Salon experience Software,2020.0,Divyanshu Singh,Inflection Point Ventures,2021,Bengaluru,Karnataka,India
Tekie,IT & Technology,Early Traction,1500000.0,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2017.0,"Anand Verma, Naman Mukund","GSV, Multiply Ventures",2021,Gurugram,Haryana,India
Asirvad Microfinance,IT & Technology,Not classified,15000000.0,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2007.0,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",2021,Chennai,Tamil Nadu,India
Avalon Labs,IT & Technology,Scaling,3000000.0,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2017.0,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",2021,Bengaluru,Karnataka,India
Betterhalf.ai,Online Retail,Scaling,3000000.0,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2016.0,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",2021,Bengaluru,Karnataka,India
Koo,Media & Entertainment,Scaling,30000000.0,Koo App operates as a microblogging app.,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",2021,Bengaluru,Karnataka,India
Rezo.ai,Online Retail,Early Traction,3000000.0,Conversational AI platform - Innovate the way you communicate,2017.0,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",2021,Noida,Uttar Pradesh,India
Mentoria,IT & Technology,Scaling,200000.0,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",2021,Mumbai,Maharashtra,India
Cuvette Tech,Business Services,Early Traction,1800000.0,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2020.0,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",2021,Bengaluru,Karnataka,India
Clensta,IT & Technology,Not classified,600000.0,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2016.0,Puneet Gupta,"IAN Fund, World Startup Factory",2021,NCT Delhi,National Capital Territory,India
FarMart,IT & Technology,Scaling,24000000.0,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2015.0,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",2021,Gurugram,Haryana,India
Kodo Card,IT & Technology,Early Traction,8000000.0,Kodo card is a corporate card for new economy businesses in India.,2019.0,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",2021,Mumbai,Maharashtra,India
Polygon,Online Retail,Not classified,3000000.0,Polygon is a blockchain scalability platform.,2017.0,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",2021,Mumbai,Maharashtra,India
Get My Parking,Online Retail,Not classified,6000000.0,"Get My Parking, is a B2B Platform-as-a-Service company.",2015.0,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",2021,NCT Delhi,National Capital Territory,India
Cellestial,Online Retail,Scaling,500000.0,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2019.0,Siddhartha Durairajan,"Gurj Aujla, Ashik K",2021,Hyderabad,Telangana,India
FanCode,Sports,Not classified,50000000.0,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2019.0,Yannick Colaco,Dream Sports,2021,Mumbai,Maharashtra,India
Jai Kisan,IT & Technology,Scaling,30000000.0,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2017.0,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",2021,Mumbai,Maharashtra,India
Plum,Healthcare & Life Sciences,Scaling,15000000.0,High quality health insurance and health benefits,2019.0,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",2021,Bengaluru,Karnataka,India
ThatMate,Healthcare & Life Sciences,Not classified,140000.0,ThatMate is a sexual and mental wellness app for teens.,2019.0,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",2021,Satara,Maharashtra,India
Klassroom,IT & Technology,Scaling,200000.0,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2016.0,Alka Javeri,ah! Ventures,2021,Mumbai,Maharashtra,India
Convin,Online Retail,Validation,300000.0,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",2021,Bengaluru,Karnataka,India
Mensa Brands,Online Retail,Scaling,50000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",2021,Bengaluru,Karnataka,India
Disruptium,Business Services,Not classified,200000.0,A consultancy platform for startups,2021.0,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,2021,Ahmedabad,Gujarat,India
MedTel Healthcare,Healthcare & Life Sciences,Scaling,5000000.0,An aggregator for Digital Health Clinics in low resource settings.,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Not recorded,2021,Odisha,Odisha,India
Pickright Technologies,IT & Technology,Not classified,200000.0,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2019.0,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",2021,Bengaluru,Karnataka,India
Ingenium,IT & Technology,Early Traction,3000000.0,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,2021,NCT Delhi,National Capital Territory,India
BharatPe,IT & Technology,Exit Options,6000000.0,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",2021,NCT Delhi,National Capital Territory,India
RuleZero,IT & Technology,Early Traction,1000000.0,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2019.0,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",2021,Bengaluru,Karnataka,India
Rubix Data Sciences,Online Retail,Early Traction,800000.0,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2018.0,Mohan Ramaswamy,Not recorded,2021,Mumbai,Maharashtra,India
Locobuzz,IT & Technology,Scaling,4000000.0,LocoBuzz is an analytics-based integrated marketing platform.,2011.0,Vishal Agrawal,Yuj Ventures,2021,Mumbai,Maharashtra,India
We Founder Circle,IT & Technology,Validation,2000000.0,"A global platform of founders for founders offering investment, network and business opportunities.",2020.0,Neeraj Tyagi,Geekster,2021,Mumbai,Maharashtra,India
Haqdarshak,Financial Services,Scaling,800000.0,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",2021,Jaipur,Rajasthan,India
Celcius,Transportation & Logistics,Early Traction,3000000.0,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,2021,Mumbai,Maharashtra,India
Enthu.ai,Online Retail,Not classified,200000.0,Enthu.AI operates as a conversation intelligence startup.,2020.0,"Tushar Jain, Vishal Verma",Appit Simple Infotek,2021,Chandigarh,Haryana,India
Myelin Foundry,Online Retail,Scaling,1000000.0,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,2021,Bengaluru,Karnataka,India
SuperOps.ai,Online Retail,Early Traction,3000000.0,SuperOps.ai is an early stage startup in the MSP space.,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",2021,Chennai,Tamil Nadu,India
6Degree,Online Retail,Not classified,1000000.0,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2014.0,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",2021,Mumbai,Maharashtra,India
Teachmint,IT & Technology,Scaling,16500000.0,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",2021,Bengaluru,Karnataka,India
Sarathi,Healthcare & Life Sciences,Early Traction,100000.0,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2020.0,Aditi Poyam,Not recorded,2021,Jodhpur,Rajasthan,India
Jidoka Technologies,IT & Technology,Early Traction,340000.0,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2018.0,Sekar Udayamurthy,Not recorded,2021,Chennai,Tamil Nadu,India
Rapido,Transportation & Logistics,Scaling,43000000.0,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",2021,Bengaluru,Karnataka,India
BYJU'S,IT & Technology,Not classified,150000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",2021,Bengaluru,Karnataka,India
ElasticRun,Online Retail,Scaling,75000000.0,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",2021,Pune,Maharashtra,India
Avail Finance,IT & Technology,Exit Options,3000000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",2021,Bengaluru,Karnataka,India
Nivesh,IT & Technology,Scaling,1600000.0,Nivesh.com is a mass market mutual funds investment platform.,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",2021,Noida,Uttar Pradesh,India
Thingsup,Online Retail,Not classified,1000000.0,Thingsup is an Enterprise Grade IoT Platform.,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,2021,Pune,Maharashtra,India
Arthya Wealth and Investments,IT & Technology,Scaling,1000000.0,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",2021,Mumbai,Maharashtra,India
Zepto,Online Retail,Not classified,60000000.0,Grocery delivery startup,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",2021,Mumbai,Maharashtra,India
Fi,Financial Services,Scaling,50000000.0,Fi is a neo bank.,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge",2021,Bengaluru,Karnataka,India
Kiko Live,Online Retail,Scaling,1000000.0,Video-based social commerce startup,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",2021,Gurugram,Haryana,India
TurboHire,IT & Technology,Not classified,3000000.0,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2019.0,Deepak Agrawal,"Arcilla, Samir Khosla",2021,Hyderabad,Telangana,India
The Hosteller,Healthcare & Life Sciences,Scaling,1000000.0,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",2021,Mumbai,Maharashtra,India
SatSure,Online Retail,Not classified,3000000.0,SatSure is an innovative decision analytics company,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,2021,Bengaluru,Karnataka,India
Ruptok Fintech,Financial Services,Scaling,2000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2020.0,Ankur Gupta,Manuvel Malabar Jewellers,2021,NCT Delhi,National Capital Territory,India
VilCart,Online Retail,Not classified,2000000.0,Vilcart's motto is sustainable rural development through stability for rural retailers.,2017.0,Prasanna Kumar,Nabventures,2021,Bengaluru,Karnataka,India
Dogsee Chew,Online Retail,Scaling,7000000.0,100% Natural Dog Treats.,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,2021,Bengaluru,Karnataka,India
Advantage Club,IT & Technology,Scaling,3300000.0,Advantage Club is India's largest employee engagement platform.,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",2021,Gurugram,Haryana,India
TRDR,Financial Services,Not classified,150000.0,TRDR is an all-new approach to investing.,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele",2021,Bengaluru,Karnataka,India
Zoomcar,Online Retail,Not classified,92000000.0,Zoomcar holds the distinction of being India’s first personal mobility platform,2012.0,Greg Moran,SternAegis Ventures,2021,Bengaluru,Karnataka,India
Leap India,Transportation & Logistics,Not classified,10000000.0,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2013.0,Anurag Malempati,CDC Group,2021,Mumbai,Maharashtra,India
SuperBottoms,Consumer Goods,Not classified,400000.0,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2015.0,Pallavi Utagi,Alteria Capital,2021,Mumbai,Maharashtra,India
Cora Health,Healthcare & Life Sciences,Early Traction,600000.0,Social commerce marketplace for everyday health and wellness.,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,2021,Bengaluru,Karnataka,India
Battery Smart,Online Retail,Scaling,7000000.0,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",2021,NCT Delhi,National Capital Territory,India
The Good Glamm Group,IT & Technology,Scaling,150000000.0,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",2021,Pune,Maharashtra,India
Mosaic Wellness,Healthcare & Life Sciences,Scaling,24000000.0,A platform of digital first health clinics for men and women,2019.0,Dhyanesh Shah,Sequoia,2021,Mumbai,Maharashtra,India
CloudFiles,Online Retail,Validation,300000.0,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,2021,Bengaluru,Karnataka,India
The Viral Fever,Online Retail,Not classified,2000000.0,India's leading digital entertainment network.,2012.0,Arunabh Kumar,BlackSoil,2021,Mumbai,Maharashtra,India
Xpand,Online Retail,Scaling,1500000.0,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",2021,NCT Delhi,National Capital Territory,India
Troo Good,Online Retail,Scaling,7000000.0,An FMCG company selling nutritious products at an affordable price points.,2018.0,Raju Bhupati,OAKS Asset Management,2021,Hyderabad,Telangana,India
Prodo,Online Retail,Validation,300000.0,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",2021,NCT Delhi,National Capital Territory,India
Unnati,IT & Technology,Scaling,7000000.0,Fintech powered digital agri ecosystem,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",2021,Noida,Uttar Pradesh,India
Lysto,Online Retail,Early Traction,3000000.0,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021.0,Sadiq Ahamed,BEENEXT,2021,Bengaluru,Karnataka,India
Wakefit,Online Retail,Scaling,20000000.0,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG,2021,Bengaluru,Karnataka,India
Buyofuel,IT & Technology,Early Traction,100000.0,Green Fuels Marketplace,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,2021,Coimbatore,Tamil Nadu,India
ElectricPe,Online Retail,Early Traction,3000000.0,India's largest Electric Vehicle Charging Platform,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",2021,Bengaluru,Karnataka,India
